no,gu,X,Y
WF120355,중구,126.978355,37.56689
WF120356,중구,126.978355,37.56689
WF120368,중구,126.978355,37.56689
WF120369,중구,126.978355,37.56689
WF120370,중구,126.978355,37.56689
WF120371,중구,126.978355,37.56689
WF120372,중구,126.978355,37.56689
WF120373,중구,126.978355,37.56689
WF120374,중구,126.978355,37.56689
WF120375,중구,126.978355,37.56689
WF120376,중구,126.978355,37.56689
WF120377,중구,126.978355,37.56689
WF120378,중구,126.978355,37.56689
WF120379,중구,126.978355,37.56689
WF120380,중구,126.978355,37.56689
WF120381,중구,126.978355,37.56689
WF120382,중구,126.978355,37.56689
WF120383,중구,126.978355,37.56689
WF120384,중구,126.978355,37.56689
WF120385,중구,126.978355,37.56689
WF120386,중구,126.978355,37.56689
WF120387,중구,126.978355,37.56689
WF120388,중구,126.978355,37.56689
WF120389,중구,126.978355,37.56689
WF120390,중구,126.978355,37.56689
WF120391,중구,126.978355,37.56689
WF120392,중구,126.978355,37.56689
WF120393,중구,126.978355,37.56689
WF120394,중구,126.978355,37.56689
WF120395,중구,126.978355,37.56689
WF120396,중구,126.978355,37.56689
WF120397,중구,126.978355,37.56689
WF120398,중구,126.978355,37.56689
WF120399,중구,126.978355,37.56689
WF120400,중구,126.978355,37.56689
WF120401,중구,126.978355,37.56689
WF120402,중구,126.978355,37.56689
WF120403,중구,126.978355,37.56689
WF120404,중구,126.978355,37.56689
WF120405,중구,126.978355,37.56689
WF120406,중구,126.978355,37.56689
WF120407,중구,126.978355,37.56689
WF120408,중구,126.978355,37.56689
WF120409,중구,126.978355,37.56689
WF120410,중구,126.978355,37.56689
WF120411,중구,126.978355,37.56689
WF120412,중구,126.978355,37.56689
WF120413,중구,126.978355,37.56689
WF120414,중구,126.978355,37.56689
WF120415,중구,126.978355,37.56689
WF120418,중구,126.978355,37.56689
WF120419,중구,126.978355,37.56689
WF120420,중구,126.978355,37.56689
WF120421,중구,126.978355,37.56689
WF120422,중구,126.978355,37.56689
WF120423,중구,126.978355,37.56689
WF120425,중구,126.978355,37.56689
WF120426,중구,126.978355,37.56689
WF120427,중구,126.978355,37.56689
WF120428,중구,126.978355,37.56689
WF120430,중구,126.978355,37.56689
WF120431,중구,126.978355,37.56689
WF120433,중구,126.978355,37.56689
WF120434,중구,126.978355,37.56689
WF120435,중구,126.978355,37.56689
WF120436,중구,126.978355,37.56689
WF120437,중구,126.978355,37.56689
WF120438,중구,126.978355,37.56689
WF120439,중구,126.978355,37.56689
WF120440,중구,126.978355,37.56689
WF120441,중구,126.978355,37.56689
WF120442,중구,126.978355,37.56689
WF120443,중구,126.978355,37.56689
WF120444,중구,126.978355,37.56689
WF120445,중구,126.978355,37.56689
WF120446,중구,126.978355,37.56689
WF120447,중구,126.978355,37.56689
WF120448,중구,126.978355,37.56689
WF120449,중구,126.978355,37.56689
WF120450,중구,126.978355,37.56689
WF120451,중구,126.978355,37.56689
WF120452,중구,126.978355,37.56689
WF120453,중구,126.978355,37.56689
WF120454,중구,126.978355,37.56689
WF120455,중구,126.978355,37.56689
WF120456,중구,126.978355,37.56689
WF120457,중구,126.978355,37.56689
WF120458,중구,126.978355,37.56689
WF120459,중구,126.978355,37.56689
WF120460,중구,126.978355,37.56689
WF120461,중구,126.978355,37.56689
WF120462,중구,126.978355,37.56689
WF120463,중구,126.978355,37.56689
WF120464,중구,126.978355,37.56689
WF120465,중구,126.97372,37.563988
WF120466,중구,126.97372,37.563988
WF120467,중구,126.97372,37.563988
WF120468,중구,126.97372,37.563988
WF120469,중구,126.97372,37.563988
WF120470,중구,126.97372,37.563988
WF120471,중구,126.97372,37.563988
WF120472,중구,126.97372,37.563988
WF120473,중구,126.97372,37.563988
WF120474,중구,126.97372,37.563988
WF120475,중구,126.97372,37.563988
WF120476,중구,126.97372,37.563988
WF120477,중구,126.97372,37.563988
WF120478,중구,126.97372,37.563988
WF120479,중구,126.97372,37.563988
WF120480,중구,126.97372,37.563988
WF120481,중구,126.97372,37.563988
WF121066,강북구,127.03362,37.639374
WF121067,강북구,127.02742,37.64486
WF121068,강북구,127.03335,37.640137
WF121069,강북구,127.031654,37.64203
WF121071,강북구,127.04968,37.624454
WF121165,강서구,126.84634,37.532673
WF121166,강서구,126.848045,37.529686
WF121258,구로구,126.88969,37.501938
WF121260,구로구,126.85188,37.505417
WF121265,구로구,126.892494,37.485794
WF121269,구로구,126.89841,37.483875
WF121278,노원구,127.06418,37.65578
WF121280,노원구,127.0624,37.656784
WF121286,노원구,127.06842,37.650135
WF121310,도봉구,127.01363,37.651535
WF121354,동대문구,127.03954,37.57444
WF121355,동대문구,127.06371,37.571793
WF121356,동대문구,127.03911,37.585213
WF121358,동대문구,127.036804,37.578747
WF121361,동대문구,127.06147,37.59634
WF121363,동대문구,127.029686,37.578667
WF121364,동대문구,127.029686,37.578667
WF121365,동대문구,127.02396,37.572674
WF121366,동대문구,127.02455,37.573746
WF121370,동대문구,127.066246,37.567932
WF121459,서대문구,126.936516,37.578907
WF121460,서대문구,126.936516,37.578907
WF121603,송파구,127.10973,37.505978
WF121619,송파구,127.088524,37.511894
WF121623,양천구,126.868416,37.50818
WF121741,영등포구,126.90179,37.542404
WF121742,영등포구,126.90179,37.542404
WF121743,영등포구,126.90104,37.54322
WF121744,영등포구,126.90103,37.543144
WF121747,영등포구,126.92559,37.532345
WF121748,영등포구,126.92809,37.530792
WF121749,영등포구,126.92802,37.53067
WF121750,영등포구,126.9357,37.524742
WF121751,영등포구,126.9357,37.524742
WF121752,영등포구,126.9357,37.524742
WF121753,영등포구,126.93369,37.526295
WF121754,영등포구,126.93369,37.526295
WF121812,용산구,126.966995,37.544903
WF121814,용산구,126.96665,37.54406
WF121821,용산구,126.96233,37.544907
WF121822,용산구,126.962715,37.545082
WF121823,용산구,126.96186,37.546715
WF121825,용산구,126.96233,37.544907
WF121834,은평구,126.91895,37.63691
WF121893,종로구,126.99403,37.571224
WF121935,중구,127.01624,37.564144
WF121937,중구,127.010315,37.5686
WF121943,중구,126.97194,37.556572
WF122012,구로구,126.89198,37.499157
WF130004,동작구,126.91695,37.49283
WF130005,동작구,126.91695,37.49283
WF130006,동작구,126.91695,37.49283
WF130007,동작구,126.91695,37.49283
WF130008,동작구,126.91695,37.49283
WF130009,동작구,126.91695,37.49283
WF130010,동작구,126.91695,37.49283
WF130011,동작구,126.91695,37.49283
WF130012,동작구,126.91695,37.49283
WF130013,동작구,126.91695,37.49283
WF130015,마포구,126.89839,37.563522
WF130016,마포구,126.89839,37.563522
WF130017,마포구,126.89839,37.563522
WF130018,마포구,126.89839,37.563522
WF130019,마포구,126.89839,37.563522
WF130020,마포구,126.89839,37.563522
WF130021,마포구,126.89839,37.563522
WF130022,마포구,126.89839,37.563522
WF130024,송파구,127.07594,37.516373
WF130025,송파구,127.07594,37.516373
WF130026,송파구,127.07594,37.516373
WF130027,송파구,127.07594,37.516373
WF130028,송파구,127.07594,37.516373
WF130029,송파구,127.07594,37.516373
WF130030,송파구,127.07594,37.516373
WF130031,송파구,127.07594,37.516373
WF130032,중구,126.97565,37.564327
WF130034,중구,126.97443,37.56373
WF130035,중구,126.97443,37.56373
WF130036,중구,126.97443,37.56373
WF130037,중구,126.97465,37.56455
WF130038,중구,126.97465,37.56455
WF130039,중구,126.97465,37.56455
WF130040,중구,126.97465,37.56455
WF130041,중구,126.97465,37.56455
WF131202,강북구,127.01221,37.65362
WF131203,강북구,127.01218,37.652897
WF131204,강북구,127.01219,37.652153
WF131218,강서구,126.81214,37.572014
WF131219,강서구,126.81214,37.572014
WF131220,강서구,126.8127,37.57105
WF131225,강서구,126.814095,37.582256
WF131232,강서구,126.83929,37.53491
WF131234,강서구,126.84024,37.535282
WF131578,노원구,127.07263,37.621857
WF131580,노원구,127.07544,37.622345
WF131582,노원구,127.07636,37.622498
WF131584,노원구,127.07701,37.622917
WF131585,노원구,127.05821,37.64476
WF131587,노원구,127.06806,37.640293
WF131589,노원구,127.06997,37.659706
WF131591,노원구,127.06912,37.66038
WF131593,노원구,127.061615,37.67454
WF131595,노원구,127.06462,37.650875
WF131596,노원구,127.06381,37.650707
WF131598,노원구,127.07418,37.645027
WF131599,노원구,127.06842,37.62395
WF131641,도봉구,127.02785,37.662193
WF131642,도봉구,127.02785,37.662193
WF131643,도봉구,127.02785,37.662193
WF131644,도봉구,127.02785,37.662193
WF131645,도봉구,127.02785,37.662193
WF131646,도봉구,127.02785,37.662193
WF131670,동대문구,127.06871,37.60226
WF131671,동대문구,127.06871,37.60226
WF131672,동대문구,127.06871,37.60226
WF131681,동대문구,127.06575,37.592888
WF131726,마포구,126.89871,37.565853
WF131727,마포구,126.89871,37.565853
WF131728,마포구,126.89871,37.565853
WF131729,마포구,126.89871,37.565853
WF131730,마포구,126.89871,37.565853
WF131739,마포구,126.90622,37.55594
WF131740,마포구,126.90622,37.55594
WF131741,마포구,126.906,37.55661
WF131742,마포구,126.906,37.55661
WF131784,서대문구,126.922714,37.577435
WF131954,서대문구,126.930336,37.567265
WF132033,성북구,127.03303,37.605034
WF132039,성북구,127.06202,37.609707
WF132041,성북구,127.06272,37.60979
WF132042,성북구,127.01488,37.605114
WF132043,성북구,127.02187,37.6081
WF132047,성북구,127.03737,37.60013
WF132048,성북구,127.013664,37.605797
WF132117,양천구,126.86483,37.533463
WF132154,영등포구,126.92797,37.530785
WF132155,영등포구,126.93357,37.526424
WF132227,용산구,126.97212,37.543804
WF132234,용산구,126.96045,37.53755
WF132240,용산구,126.975426,37.520924
WF132242,용산구,126.9772,37.550262
WF140001,강북구,127.040665,37.62204
WF140002,강북구,127.040665,37.62204
WF140004,강북구,127.040665,37.62204
WF140005,강북구,127.040665,37.62204
WF140006,강북구,127.040665,37.62204
WF140007,강북구,127.040665,37.62204
WF140008,강북구,127.040665,37.62204
WF140009,강북구,127.040665,37.62204
WF140010,강북구,127.040665,37.62204
WF140012,광진구,127.07718,37.551456
WF140013,광진구,127.07718,37.551456
WF140014,광진구,127.07718,37.551456
WF140015,광진구,127.07718,37.551456
WF140016,광진구,127.07718,37.551456
WF140017,광진구,127.07718,37.551456
WF140018,광진구,127.07718,37.551456
WF140019,광진구,127.07718,37.551456
WF140020,광진구,127.07718,37.551456
WF140021,광진구,127.07718,37.551456
WF140022,광진구,127.07718,37.551456
WF140024,동대문구,127.024574,37.57281
WF140025,동대문구,127.024574,37.57281
WF140026,동대문구,127.024574,37.57281
WF140027,동대문구,127.024574,37.57281
WF140028,동대문구,127.024574,37.57281
WF140029,동대문구,127.024574,37.57281
WF140030,동대문구,127.024574,37.57281
WF140031,동대문구,127.024574,37.57281
WF140032,동대문구,127.024574,37.57281
WF140033,동대문구,127.024574,37.57281
WF140034,서초구,127.022,37.479507
WF140035,서초구,127.022,37.479507
WF140036,서초구,127.01931,37.4795
WF140037,은평구,126.90455,37.60407
WF140038,은평구,126.90455,37.60407
WF140039,은평구,126.905,37.603466
WF140040,은평구,126.905,37.603466
WF140041,은평구,126.90455,37.60407
WF140042,은평구,126.90455,37.60407
WF140043,은평구,126.90455,37.60407
WF140044,은평구,126.90455,37.60407
WF140045,은평구,126.90418,37.604862
WF140046,은평구,126.90455,37.60407
WF140048,은평구,126.905,37.603466
WF140049,은평구,126.90419,37.604675
WF140050,은평구,126.905,37.603466
WF140051,은평구,126.92379,37.593876
WF140052,은평구,126.92379,37.593876
WF140053,은평구,126.92379,37.593876
WF140055,은평구,126.92379,37.593876
WF140056,은평구,126.92379,37.593876
WF140057,은평구,126.92379,37.593876
WF140058,은평구,126.92379,37.593876
WF140059,은평구,126.92379,37.593876
WF140060,은평구,126.90455,37.60407
WF140061,은평구,126.92379,37.593876
WF140062,은평구,126.92379,37.593876
WF140063,은평구,126.92379,37.593876
WF140064,은평구,126.92379,37.593876
WF140065,은평구,126.92379,37.593876
WF140066,은평구,126.92379,37.593876
WF140067,은평구,126.92379,37.593876
WF140068,은평구,126.92379,37.593876
WF140069,은평구,126.92379,37.593876
WF140070,은평구,126.92379,37.593876
WF140071,은평구,126.92379,37.593876
WF140072,중구,126.97879,37.567696
WF140073,중구,126.97879,37.567696
WF140107,중구,126.97879,37.567696
WF141256,강북구,127.02507,37.635784
WF141263,강북구,127.03988,37.629753
WF141302,강서구,126.84459,37.57322
WF141308,강서구,126.83009,37.54893
WF141312,강서구,126.8416,37.563744
WF141577,구로구,126.89963,37.485867
WF141579,구로구,126.902,37.484
WF141589,구로구,126.84422,37.49612
WF141591,구로구,126.844,37.495
WF141592,구로구,126.844,37.495
WF141594,구로구,126.84422,37.49612
WF141596,구로구,126.841,37.502
WF141597,구로구,126.84,37.502
WF141598,구로구,126.839,37.502
WF141599,구로구,126.838,37.502
WF141600,구로구,126.825,37.495
WF141601,구로구,126.825,37.494
WF141687,노원구,127.083,37.639
WF141688,노원구,127.084,37.639
WF141689,노원구,127.085,37.638
WF141692,노원구,127.051,37.669
WF141697,노원구,127.077,37.669
WF141699,노원구,127.05942,37.633266
WF141700,노원구,127.05,37.628
WF141702,노원구,127.074,37.651
WF141707,노원구,127.077,37.625
WF141757,도봉구,127.033,37.663
WF141763,도봉구,127.047,37.652
WF141765,도봉구,127.049,37.654
WF141976,동작구,126.928,37.51
WF141978,동작구,126.94,37.512
WF141979,동작구,126.941,37.505
WF141980,동작구,126.941,37.505
WF141982,동작구,126.941,37.505
WF141990,동작구,126.94,37.512
WF141991,동작구,126.94,37.512
WF141992,동작구,126.952,37.507
WF142032,마포구,126.896,37.558
WF142038,마포구,126.922,37.554
WF142044,마포구,126.921,37.551
WF142102,서대문구,126.958,37.569
WF142389,영등포구,126.905,37.502
WF142393,영등포구,126.91,37.515
WF142399,영등포구,126.912,37.516
WF142421,용산구,126.975,37.522
WF142431,용산구,126.975,37.52
WF142437,용산구,126.969,37.553
WF142483,은평구,126.905,37.582
WF142518,종로구,126.995,37.57
WF142527,종로구,126.9687,37.58045
WF142530,종로구,127,37.587
WF142898,중랑구,127.079,37.59
WF142899,중랑구,127.086,37.575
WF142901,중랑구,127.08,37.586
WF142905,중랑구,127.087,37.6
WF142907,중랑구,127.099464,37.60587
WF142909,중랑구,127.094,37.606
WF142910,중랑구,127.094,37.606
WF150002,중구,126.978355,37.56689
WF150003,중구,126.978355,37.56689
WF150006,중구,126.978355,37.56689
WF151012,강남구,127.08241,37.489708
WF151164,강동구,127.13252,37.562534
WF151189,강북구,127.00954,37.66223
WF151240,강서구,126.811066,37.564377
WF151253,강서구,126.85192,37.550667
WF151255,강서구,126.80871,37.569412
WF151433,구로구,126.85197,37.49354
WF151464,구로구,126.880104,37.49753
WF151631,노원구,127.073906,37.6184
WF151633,노원구,127.07404,37.62616
WF151635,노원구,127.05885,37.648308
WF151641,노원구,127.06862,37.662045
WF151647,노원구,127.06352,37.664722
WF151649,노원구,127.05771,37.659195
WF151651,노원구,127.064674,37.614918
WF151653,노원구,127.055305,37.684322
WF151657,노원구,127.054054,37.629906
WF151659,노원구,127.04703,37.62808
WF151661,노원구,127.08096,37.649864
WF151663,노원구,127.05092,37.638203
WF151667,노원구,127.09369,37.625748
WF151716,도봉구,127.04226,37.66993
WF151720,도봉구,127.04212,37.688656
WF151722,도봉구,127.04205,37.687637
WF151727,도봉구,127.0458,37.6475
WF151729,도봉구,127.0455,37.64872
WF151813,동대문구,127.06639,37.567802
WF151814,동대문구,127.06639,37.567802
WF151815,동대문구,127.06639,37.567802
WF151827,동대문구,127.03507,37.57797
WF151867,마포구,126.9455,37.54136
WF151869,마포구,126.9456,37.54074
WF151890,마포구,126.92452,37.555805
WF152323,송파구,127.11828,37.507805
WF152324,송파구,127.10279,37.50209
WF152332,송파구,127.114845,37.5355
WF152458,양천구,126.870476,37.509953
WF152487,영등포구,126.90347,37.49101
WF152541,용산구,126.986626,37.539497
WF152708,종로구,126.98592,37.581882
WF152709,종로구,126.98592,37.581882
WF152711,종로구,126.979225,37.57894
WF152712,종로구,126.979225,37.57894
WF152726,종로구,126.98159,37.58106
WF152733,종로구,126.983635,37.582348
WF152734,종로구,126.983284,37.58394
WF152735,종로구,126.98213,37.57952
WF152736,종로구,126.98213,37.57952
WF152737,종로구,126.98213,37.57952
WF152738,종로구,126.98213,37.57952
WF152739,종로구,126.98183,37.58503
WF152740,종로구,126.984886,37.581356
WF152754,종로구,126.98517,37.58013
WF152755,종로구,126.98517,37.58013
WF152756,종로구,126.98294,37.581055
WF152757,종로구,126.98294,37.581055
WF152774,종로구,126.992165,37.577976
WF152781,종로구,126.98685,37.580414
WF152785,종로구,126.986595,37.579456
WF152786,종로구,126.986595,37.579456
WF152787,종로구,126.986595,37.579456
WF152788,종로구,126.98579,37.579266
WF152790,종로구,126.989265,37.579617
WF152791,종로구,126.989265,37.579617
WF152792,종로구,126.98219,37.582108
WF152793,종로구,126.98219,37.582108
WF152845,중구,126.974266,37.564617
WF160005,마포구,126.89058,37.57596
WF160012,마포구,126.89058,37.57596
WF160013,마포구,126.89058,37.57596
WF160014,마포구,126.89058,37.57596
WF160017,마포구,126.89058,37.57596
WF160018,마포구,126.89058,37.57596
WF160019,마포구,126.89058,37.57596
WF160020,마포구,126.89058,37.57596
WF160021,마포구,126.89058,37.57596
WF160022,마포구,126.89058,37.57596
WF160023,마포구,126.89058,37.57596
WF160024,마포구,126.89058,37.57596
WF160025,마포구,126.89058,37.57596
WF160026,마포구,126.89058,37.57596
WF160027,마포구,126.89058,37.57596
WF160028,마포구,126.89058,37.57596
WF160029,마포구,126.89058,37.57596
WF160030,마포구,126.89058,37.57596
WF160031,마포구,126.89058,37.57596
WF160032,마포구,126.89058,37.57596
WF160034,마포구,126.89058,37.57596
WF160035,마포구,126.89058,37.57596
WF160036,마포구,126.89058,37.57596
WF160037,마포구,126.89058,37.57596
WF160038,마포구,126.89058,37.57596
WF160039,마포구,126.89058,37.57596
WF160040,마포구,126.89058,37.57596
WF160041,마포구,126.89058,37.57596
WF160042,마포구,126.89058,37.57596
WF160043,마포구,126.89058,37.57596
WF160044,마포구,126.89058,37.57596
WF160045,마포구,126.89058,37.57596
WF160046,마포구,126.89058,37.57596
WF160047,마포구,126.89058,37.57596
WF160048,마포구,126.89058,37.57596
WF160051,마포구,126.89058,37.57596
WF160052,마포구,126.89058,37.57596
WF160053,마포구,126.89058,37.57596
WF160054,마포구,126.89058,37.57596
WF160055,마포구,126.89058,37.57596
WF160056,마포구,126.89058,37.57596
WF160057,마포구,126.89058,37.57596
WF160058,마포구,126.89058,37.57596
WF160059,마포구,126.89058,37.57596
WF160060,마포구,126.89058,37.57596
WF160061,마포구,126.89058,37.57596
WF160062,마포구,126.89058,37.57596
WF160063,마포구,126.89058,37.57596
WF160064,마포구,126.89058,37.57596
WF160065,마포구,126.89058,37.57596
WF160066,마포구,126.89058,37.57596
WF160067,마포구,126.89058,37.57596
WF160068,마포구,126.89058,37.57596
WF160069,마포구,126.89058,37.57596
WF160070,마포구,126.89058,37.57596
WF160071,마포구,126.89058,37.57596
WF160072,마포구,126.89058,37.57596
WF160073,마포구,126.89058,37.57596
WF160074,마포구,126.89058,37.57596
WF160075,마포구,126.89058,37.57596
WF160076,마포구,126.89058,37.57596
WF160077,마포구,126.89058,37.57596
WF160078,마포구,126.89058,37.57596
WF160079,마포구,126.89058,37.57596
WF160080,마포구,126.89058,37.57596
WF160081,마포구,126.89058,37.57596
WF160082,마포구,126.89058,37.57596
WF160083,마포구,126.89058,37.57596
WF160087,마포구,126.89058,37.57596
WF160088,마포구,126.89058,37.57596
WF160089,마포구,126.89058,37.57596
WF160090,마포구,126.89058,37.57596
WF160091,마포구,126.89058,37.57596
WF160092,마포구,126.89058,37.57596
WF160093,마포구,126.89058,37.57596
WF160094,마포구,126.89058,37.57596
WF160096,마포구,126.89058,37.57596
WF160098,마포구,126.89058,37.57596
WF160099,마포구,126.89058,37.57596
WF160100,마포구,126.89058,37.57596
WF160101,마포구,126.89058,37.57596
WF160102,마포구,126.89058,37.57596
WF160103,마포구,126.89058,37.57596
WF160104,마포구,126.89058,37.57596
WF160105,마포구,126.89058,37.57596
WF160106,마포구,126.89058,37.57596
WF160107,마포구,126.89058,37.57596
WF160108,마포구,126.89058,37.57596
WF160109,마포구,126.89058,37.57596
WF160110,마포구,126.89058,37.57596
WF160111,마포구,126.89058,37.57596
WF160112,마포구,126.89058,37.57596
WF160113,마포구,126.89058,37.57596
WF160114,마포구,126.89058,37.57596
WF160115,마포구,126.89058,37.57596
WF160116,마포구,126.89058,37.57596
WF160117,마포구,126.89058,37.57596
WF160118,마포구,126.89058,37.57596
WF160119,마포구,126.89058,37.57596
WF160120,마포구,126.89058,37.57596
WF160121,마포구,126.89058,37.57596
WF160122,마포구,126.89058,37.57596
WF160123,마포구,126.89058,37.57596
WF160124,마포구,126.89058,37.57596
WF160125,마포구,126.89058,37.57596
WF160126,마포구,126.89058,37.57596
WF160127,마포구,126.89058,37.57596
WF160128,마포구,126.89058,37.57596
WF160129,마포구,126.89058,37.57596
WF160130,마포구,126.89058,37.57596
WF160131,마포구,126.89058,37.57596
WF160132,마포구,126.89058,37.57596
WF160133,마포구,126.89058,37.57596
WF160134,마포구,126.89058,37.57596
WF160135,마포구,126.89058,37.57596
WF160136,마포구,126.89058,37.57596
WF160137,마포구,126.89058,37.57596
WF160138,마포구,126.89058,37.57596
WF160139,마포구,126.89058,37.57596
WF160140,마포구,126.89058,37.57596
WF160141,마포구,126.89058,37.57596
WF160142,마포구,126.89058,37.57596
WF160143,마포구,126.89058,37.57596
WF160144,마포구,126.89058,37.57596
WF160145,마포구,126.89058,37.57596
WF160146,마포구,126.89058,37.57596
WF160147,마포구,126.89058,37.57596
WF160148,마포구,126.89058,37.57596
WF160149,마포구,126.89058,37.57596
WF160150,마포구,126.89058,37.57596
WF160151,마포구,126.89058,37.57596
WF160152,마포구,126.89058,37.57596
WF160153,마포구,126.89058,37.57596
WF160154,마포구,126.89058,37.57596
WF160155,마포구,126.89058,37.57596
WF160156,마포구,126.89058,37.57596
WF160157,마포구,126.89058,37.57596
WF160158,마포구,126.89058,37.57596
WF160159,마포구,126.89058,37.57596
WF160160,마포구,126.89058,37.57596
WF160161,마포구,126.89058,37.57596
WF160162,마포구,126.89058,37.57596
WF160163,마포구,126.89058,37.57596
WF160164,마포구,126.89058,37.57596
WF160165,마포구,126.89058,37.57596
WF160166,마포구,126.89058,37.57596
WF160167,마포구,126.89058,37.57596
WF160168,마포구,126.89058,37.57596
WF160169,마포구,126.89058,37.57596
WF160170,마포구,126.89058,37.57596
WF160171,마포구,126.89058,37.57596
WF160172,마포구,126.89058,37.57596
WF160173,마포구,126.89058,37.57596
WF160174,마포구,126.89058,37.57596
WF160175,마포구,126.89058,37.57596
WF160176,마포구,126.89058,37.57596
WF160177,마포구,126.89058,37.57596
WF160178,마포구,126.89058,37.57596
WF160179,마포구,126.89058,37.57596
WF160180,마포구,126.89058,37.57596
WF160181,마포구,126.89058,37.57596
WF160182,마포구,126.89058,37.57596
WF160183,마포구,126.89058,37.57596
WF160184,마포구,126.89058,37.57596
WF160185,마포구,126.89058,37.57596
WF160186,마포구,126.89058,37.57596
WF160187,마포구,126.89058,37.57596
WF160190,마포구,126.89058,37.57596
WF160192,마포구,126.89058,37.57596
WF160193,마포구,126.89058,37.57596
WF160195,마포구,126.89058,37.57596
WF160196,마포구,126.89058,37.57596
WF160197,마포구,126.89058,37.57596
WF160200,마포구,126.89058,37.57596
WF161025,강남구,127.03451,37.53191
WF161027,강남구,127.04908,37.476254
WF161032,강남구,127.026726,37.510635
WF161033,강남구,127.05772,37.489162
WF161035,강남구,127.06951,37.495407
WF161036,강남구,127.05136,37.50191
WF161037,강남구,127.045265,37.482952
WF161039,강남구,127.050095,37.50629
WF161040,강남구,127.046036,37.510017
WF161045,강남구,127.05463,37.506863
WF161048,강남구,127.0291,37.52364
WF161049,강남구,127.026,37.520767
WF161050,강남구,127.04572,37.505264
WF161052,강남구,127.04517,37.50433
WF161054,강남구,127.04021,37.504158
WF161056,강남구,127.034325,37.501606
WF161058,강남구,127.043945,37.50395
WF161061,강남구,127.04675,37.504807
WF161063,강남구,127.04874,37.505184
WF161064,강남구,127.046394,37.50692
WF161067,강남구,127.082664,37.492126
WF161136,강북구,127.02608,37.623726
WF161149,강서구,126.84403,37.54831
WF161158,강서구,126.8132,37.57778
WF161203,관악구,126.94477,37.477776
WF161205,관악구,126.94817,37.463764
WF161206,관악구,126.947136,37.466637
WF161207,관악구,126.947784,37.46114
WF161208,관악구,126.94598,37.457813
WF161209,관악구,126.94522,37.455208
WF161211,관악구,126.94726,37.458885
WF161212,관악구,126.94704,37.458355
WF161214,관악구,126.9452,37.46831
WF161217,관악구,126.94465,37.468586
WF161231,관악구,126.963646,37.477146
WF161242,관악구,126.93563,37.482723
WF161245,관악구,126.94202,37.48251
WF161246,관악구,126.943886,37.482018
WF161250,관악구,126.97722,37.475582
WF161255,관악구,126.98109,37.47611
WF161258,관악구,126.91333,37.482323
WF161261,관악구,126.951805,37.48245
WF161263,관악구,126.9534,37.48199
WF161265,관악구,126.95522,37.481155
WF161266,관악구,126.95582,37.480522
WF161267,관악구,126.957794,37.479454
WF161271,관악구,126.95171,37.48072
WF161272,관악구,126.95332,37.480373
WF161276,관악구,126.92597,37.48699
WF161280,관악구,126.929306,37.486412
WF161294,관악구,126.927925,37.483955
WF161302,관악구,126.92981,37.482445
WF161306,관악구,126.92866,37.481518
WF161310,관악구,126.93557,37.476974
WF161313,관악구,126.912544,37.473244
WF161320,관악구,126.91484,37.475662
WF161321,관악구,126.926865,37.465084
WF161660,금천구,126.8836,37.480274
WF161661,금천구,126.8836,37.480274
WF161663,금천구,126.8836,37.480274
WF161664,금천구,126.8836,37.480274
WF161665,금천구,126.8836,37.480274
WF161666,금천구,126.88477,37.477196
WF161679,금천구,126.884636,37.482685
WF161682,금천구,126.906685,37.456272
WF161687,금천구,126.908585,37.44823
WF161688,금천구,126.90617,37.441444
WF161690,금천구,126.9061,37.461407
WF161692,금천구,126.9006,37.46015
WF161693,금천구,126.906975,37.452194
WF161696,금천구,126.90199,37.447765
WF161699,금천구,126.91892,37.44858
WF161700,금천구,126.91908,37.449463
WF161701,금천구,126.91727,37.44788
WF161702,금천구,126.917244,37.44791
WF161703,금천구,126.91712,37.44863
WF161704,금천구,126.92064,37.449802
WF161705,금천구,126.91927,37.447815
WF161706,금천구,126.91748,37.44664
WF161707,금천구,126.91781,37.44656
WF161708,금천구,126.91765,37.446396
WF161709,금천구,126.91787,37.446156
WF161710,금천구,126.91792,37.446236
WF161711,금천구,126.92051,37.449123
WF161712,금천구,126.921394,37.449608
WF161713,금천구,126.919876,37.448643
WF161714,금천구,126.91771,37.447266
WF161774,도봉구,127.04886,37.65352
WF161822,동대문구,127.04071,37.577515
WF161849,동작구,126.95606,37.51308
WF161850,동작구,126.96693,37.48564
WF161881,마포구,126.92183,37.56345
WF161882,마포구,126.92034,37.565235
WF161885,마포구,126.92245,37.562714
WF161894,마포구,126.94236,37.555817
WF161895,마포구,126.94985,37.54152
WF161896,마포구,126.94985,37.54152
WF161897,마포구,126.94985,37.54152
WF161898,마포구,126.94985,37.54152
WF161899,마포구,126.905556,37.55557
WF161900,마포구,126.905556,37.55557
WF161901,마포구,126.905556,37.55557
WF161902,마포구,126.905556,37.55557
WF161903,마포구,126.905556,37.55557
WF161904,마포구,126.905556,37.55557
WF161905,마포구,126.91458,37.55509
WF161906,마포구,126.91458,37.55509
WF161907,마포구,126.91458,37.55509
WF161908,마포구,126.91458,37.55509
WF161909,마포구,126.935265,37.547005
WF161910,마포구,126.935265,37.547005
WF161911,마포구,126.935265,37.547005
WF161912,마포구,126.935265,37.547005
WF161913,마포구,126.94563,37.547016
WF161914,마포구,126.94267,37.54215
WF161915,마포구,126.94267,37.54215
